Weekipedia_ID,Freebase_ID,Name,Release_date,Revenue,Runtime,Language,Countries,Genres,Release_year,Language_clean,Genres_clean,Countries_clean
5150761,/m/0d539d,Devour,2005,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller""}",2005.0,['English'],"['Sci-Fi Horror', 'Horror', 'Psychological thriller']",['United States of America']
25366718,/m/09k6v61,Buried Secrets,1996-11-04,,,{},{},"{""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/02n4kr"": ""Mystery""}",1996.0,[],"['Drama', 'Horror', 'Mystery']",[]
3889952,/m/0b59_0,The Manster,1962,,72.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan""}","{""/m/0g092b"": ""Monster movie"", ""/m/06n90"": ""Science Fiction"", ""/m/0qdzd"": ""B-movie"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror""}",1962.0,['English'],"['Monster movie', 'Science Fiction', 'B-movie', 'Creature Film', 'Japanese Movies', 'Horror']","['United States of America', 'Japan']"
7299774,/m/0kv4f1,Circus of Horrors,1960-04,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0qdzd"": ""B-movie""}",1960.0,['English'],"['Crime Fiction', 'Science Fiction', 'Horror', 'Drama', 'Crime Thriller', 'B-movie']",['United Kingdom']
2028217,/m/06g77c,Inland Empire,2006-12-06,4028293.0,197.0,"{""/m/05qqm"": ""Polish Language"", ""/m/02h40lc"": ""English Language""}","{""/m/05qhw"": ""Poland"", ""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n0w"": ""Ensemble Film"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0424mc"": ""Experimental film"", ""/m/073_6"": ""Surrealism"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0k345"": ""Avant-garde""}",2006.0,"['Polish', 'English']","['Thriller', 'Ensemble Film', 'Horror', 'Indie', 'Experimental film', 'Surrealism', 'Psychological thriller', 'Mystery', 'Drama', 'Avant-garde']","['Poland', 'United States of America', 'France']"
4453753,/m/0c38k8,Begotten,1991-06-05,,78.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01hmnh"": ""Fantasy"", ""/m/073_6"": ""Surrealism"", ""/m/0fdjb"": ""Supernatural""}",1991.0,['English'],"['Cult', 'Horror', 'Fantasy', 'Surrealism', 'Supernatural']",['United States of America']
3504034,/m/09h37b,The Mummy's Ghost,1944-07-07,,61.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03jp5h0"": ""Archaeology"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}",1944.0,['English'],"['Archaeology', 'Horror', 'Creature Film']",['United States of America']
21482599,/m/05h3bcc,The Dark Tower,2013-05-17,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/06n90"": ""Science Fiction"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hfjk"": ""Western""}",2013.0,['English'],"['Horror', 'Science Fiction', 'Fantasy', 'Western']",['United States of America']
13769297,/m/03chqf4,The Creeping Flesh,1973,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01q03"": ""Cult"", ""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",1973.0,['English'],"['Cult', 'Thriller', 'Horror']",['United Kingdom']
19086354,/m/04jj9g3,The Haunted House,2003-05-20,,120.0,"{""/m/01lqm"": ""Khmer language""}","{""/m/01xbgx"": ""Cambodia""}","{""/m/03npn"": ""Horror""}",2003.0,['Khmer language'],['Horror'],['Cambodia']
26149260,/m/0ccbhm0,Dylan Dog: Dead of Night,2010-10-26,6734962.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy""}",2010.0,['English'],"['Thriller', 'Mystery', 'Science Fiction', 'Horror', 'Comedy']",['United States of America']
27953778,/m/0ch30sk,Dream Home,2010-04-23,,90.0,"{""/m/012w70"": ""Cantonese"", ""/m/0459q4"": ""Standard Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/01585b"": ""Slasher"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0gw5qqq"": ""Chinese Movies""}",2010.0,"['Cantonese', 'Standard Cantonese']","['Thriller', 'Crime Fiction', 'Horror', 'World cinema', 'Slasher', 'Drama', 'Comedy', 'Chinese Movies']",['Hong Kong']
1918683,/m/066189,Return of the Killer Tomatoes,1988,,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure""}",1988.0,['English'],"['Parody', 'Science Fiction', 'Horror', 'Adventure']",['United States of America']
25920724,/m/0b6j1hr,XCU: Extreme Close Up,2001-05-28,,,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",2001.0,[],['Horror'],['United States of America']
2723037,/m/07_0z3,Nightmare,1964-04-19,,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller""}",1964.0,['English'],"['Thriller', 'Mystery', 'Horror', 'Psychological thriller']",['United Kingdom']
33505627,/m/0h94y5v,The Tapes,2011-09-23,,80.0,{},{},"{""/m/03npn"": ""Horror""}",2011.0,[],['Horror'],[]
12183290,/m/02vtdyp,Strange Behavior,1981,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01z4y"": ""Comedy"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",1981.0,['English'],"['Thriller', 'Horror', 'Psychological thriller', 'Comedy', 'Slasher', 'Teen']","['United States of America', 'Australia', 'New Zealand']"
28789531,/m/0ddflpw,Spirit Lost,1997,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n5l"": ""Haunted House Film"", ""/m/0glj9q"": ""Erotic thriller""}",1997.0,['English'],"['Horror', 'Drama', 'Haunted House Film', 'Erotic thriller']",['United States of America']
14653703,/m/03grz6w,Hide and go shriek,1988,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",1988.0,['English'],['Horror'],['United States of America']
12347651,/m/02w0375,Shadows Run Black,1986,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/01585b"": ""Slasher""}",1986.0,['English'],"['Thriller', 'B-movie', 'Horror', 'Indie', 'Slasher']",['United States of America']
7744004,/m/0kvgd6,Krasue Valentine,,,110.0,"{""/m/0c_v2"": ""Thai Language""}","{""/m/07f1x"": ""Thailand""}","{""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy""}",,['Thai'],"['Horror', 'Comedy']",['Thailand']
19844591,/m/04q8l5y,Chupacabra: Dark Seas,2005,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/015w9s"": ""Television movie""}",2005.0,['English'],"['Natural horror films', 'Horror', 'Creature Film', 'Television movie']",['United States of America']
129295,/m/0yx7h,Fatal Attraction,1987-09-11,320145693.0,119.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/02n4kr"": ""Mystery"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/01585b"": ""Slasher""}",1987.0,['English'],"['Thriller', 'Horror', 'Mystery', 'Psychological thriller', 'Erotic thriller', 'Drama', 'Suspense', 'Slasher']",['United States of America']
1924191,/m/066gyt,Rampage,1988,,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/07s9rl0"": ""Drama""}",1988.0,['English'],"['Thriller', 'Crime Fiction', 'Horror', 'Drama']",['United States of America']
25008319,/m/09gj0dy,Death of a Ghost Hunter,2007,,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/0fdjb"": ""Supernatural"", ""/m/03npn"": ""Horror"", ""/m/02wtdps"": ""Crime Thriller""}",2007.0,['English'],"['Thriller', 'Mystery', 'Supernatural', 'Horror', 'Crime Thriller']",['United States of America']
9088886,/m/027x7z5,Queen of the Damned,2002-01-10,45479110.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/03npn"": ""Horror"", ""/m/060__y"": ""Film adaptation"", ""/m/01hmnh"": ""Fantasy"", ""/m/04rlf"": ""Music""}",2002.0,['English'],"['Horror', 'Film adaptation', 'Fantasy', 'Music']","['United States of America', 'Australia']"
4278211,/m/0btsjp,Die Screaming Marianne,1970,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/03npn"": ""Horror"", ""/m/0c3351"": ""Suspense""}",1970.0,['English'],"['Thriller', 'Crime Thriller', 'Horror', 'Suspense']",['United Kingdom']
9263680,/m/028243m,Juego de Niños,1995,,94.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/0b90_r"": ""Mexico""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",1995.0,['Spanish'],"['Thriller', 'Crime Fiction', 'Horror', 'Drama', 'World cinema']",['Mexico']
5283066,/m/0dcgr8,King of the Ants,2003,,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0gw5w78"": ""Gangster Film""}",2003.0,['English'],"['Thriller', 'Crime Fiction', 'Horror', 'Psychological thriller', 'Drama', 'Suspense', 'Crime Thriller', 'Gangster Film']",['United States of America']
36173342,/m/0k0gf2k,The Redeemer: Son of Satan,1978-03,,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",1978.0,['English'],['Horror'],['United States of America']
2002258,/m/06d6ch,Halloween 4: The Return of Michael Myers,1988-10-21,17768757.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0219x_"": ""Indie""}",1988.0,['English'],"['Cult', 'Horror', 'Slasher', 'Teen', 'Indie']",['United States of America']
30199617,/m/0g59sr5,Left in Darkness,2006-09-19,,88.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror""}",2006.0,[],"['B-movie', 'Horror']",['United States of America']
1481638,/m/054xvf,Saturn 3,1980-02-15,9000000.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure""}",1980.0,['English'],"['Thriller', 'Science Fiction', 'Horror', 'Adventure']","['United States of America', 'United Kingdom']"
2705410,/m/07z3q5,The Black Cat,1941-05-02,,70.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",1941.0,['English'],"['Thriller', 'Mystery', 'Horror', 'Comedy', 'Black-and-white']",['United States of America']
8359892,/m/0270qdh,Bigfoot,1970-10-21,,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}",1970.0,['English'],"['Thriller', 'Science Fiction', 'Horror']",['United States of America']
23664512,/m/06zrqk2,The Hive,2008-02-17,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/015w9s"": ""Television movie""}",2008.0,['English'],"['Science Fiction', 'Horror', 'Sci-Fi Horror', 'Television movie']",['United States of America']
3158499,/m/08w51z,Juice,1992-01-17,20146880.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",1992.0,['English'],"['Crime Fiction', 'Thriller', 'Horror', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action']",['United States of America']
1853602,/m/0614yq,Troll,1986-01-17,5450815.0,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rjj"": ""Italy""}","{""/m/03npn"": ""Horror"", ""/m/0hqxf"": ""Family Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure"", ""/m/02n4kr"": ""Mystery""}",1986.0,['English'],"['Horror', 'Family Film', 'Fantasy', 'Adventure', 'Mystery']","['United States of America', 'Italy']"
8991887,/m/027sm0m,Attack of the Killer Hog,2000-12,,107.0,"{""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/0jgd"": ""Argentina""}","{""/m/03npn"": ""Horror""}",2000.0,"['English', 'German', 'Spanish']",['Horror'],['Argentina']
7585416,/m/0kvbvd,Route 666,2001,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}",2001.0,['English'],"['Zombie Film', 'Horror', 'Creature Film']","['United States of America', 'Canada']"
25274949,/m/09gkdx7,The Night of the Headless Horseman,1999-10-28,,60.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0hcr"": ""Animation""}",1999.0,['English'],"['Horror', 'Animation']",['United States of America']
628120,/m/02y96d,London After Midnight,1927-12-03,,69.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06ppq"": ""Silent film"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01g6gs"": ""Black-and-white""}",1927.0,"['Silent film', 'English']","['Thriller', 'Silent film', 'Horror', 'Indie', 'Psychological thriller', 'Black-and-white']",['United States of America']
7238588,/m/0kv1hy,Unholy,2007,,86.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller""}",2007.0,[],"['Thriller', 'Science Fiction', 'Horror', 'Psychological thriller']",['United States of America']
26456639,/m/0bbwqld,Kung Fu Cult Master,1993-12-18,,90.0,"{""/m/012w70"": ""Cantonese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/0459q4"": ""Standard Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/08322"": ""Wuxia"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",1993.0,"['Cantonese', 'Standard Mandarin', 'Standard Cantonese']","['Wuxia', 'Horror', 'World cinema', 'Action/Adventure', 'Martial Arts Film', 'Horror Comedy', 'Action', 'Chinese Movies']",['Hong Kong']
19152358,/m/04lgphx,"Silent Night, Bloody Night",1974,,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/09blyk"": ""Psychological thriller""}",1974.0,['English'],"['Thriller', 'B-movie', 'Horror', 'Slasher', 'Psychological thriller']",['United States of America']
15553721,/m/03mdz33,The Boogie Man Will Get You,1942,,66.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0hj3n7f"": ""Horror Comedy""}",1942.0,['English'],"['Horror', 'Comedy', 'Black-and-white', 'Horror Comedy']",['United States of America']
6809382,/m/0gp_t6,Nightwatch,1994,,104.0,"{""/m/0295r"": ""Danish Language""}","{""/m/0k6nt"": ""Denmark""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/09blyk"": ""Psychological thriller""}",1994.0,['Danish'],"['Thriller', 'Mystery', 'Horror', 'Slasher', 'Psychological thriller']",['Denmark']
26727790,/m/0bmh63p,Sisters of Death,1977-08,,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",1977.0,['English'],"['Thriller', 'Mystery', 'Horror', 'Slasher']",['United States of America']
35928801,/m/0jws0pb,Fear,1917-09,,72.0,"{""/m/06ppq"": ""Silent film"", ""/m/04306rv"": ""German Language""}","{""/m/0345h"": ""Germany""}","{""/m/06ppq"": ""Silent film"", ""/m/03npn"": ""Horror""}",1917.0,"['Silent film', 'German']","['Silent film', 'Horror']",['Germany']
3657826,/m/09sqlg,L'uccello dalle piume di cristallo,1970-02-19,,98.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03rjj"": ""Italy"", ""/m/082fr"": ""West Germany"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/05tnmt"": ""Giallo"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller""}",1970.0,"['Italian', 'English']","['Thriller', 'Mystery', 'Giallo', 'Horror', 'Psychological thriller']","['Italy', 'West Germany', 'Germany']"
11011632,/m/02qy135,The Nostril Picker,1993,,76.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/01585b"": ""Slasher""}",1993.0,['English'],"['Horror', 'Comedy', 'Slasher']",['United States of America']
3549346,/m/09kxk0,The Incubus,1982-02-24,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",1982.0,['English'],"['Thriller', 'Horror']",['Canada']
32386989,/m/0gysbr9,Paranormal Activity 2: Tokyo Night,,,90.0,{},{},"{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",,[],"['Thriller', 'Horror']",[]
2339741,/m/074xlr,Ghosts Can't Do It,1990-06-01,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",1990.0,['English'],"['Romantic comedy', 'Horror', 'Adventure', 'Action/Adventure', 'Fantasy', 'Comedy', 'Romance Film', 'Action']",['United States of America']
1295686,/m/04qr6r,Santa's Slay,2005-12-20,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0vgkd"": ""Black comedy"", ""/m/0bwgnb"": ""Christmas movie"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/0hj3n6r"": ""Holiday Film""}",2005.0,['English'],"['Black comedy', 'Christmas movie', 'Horror', 'Slasher', 'Holiday Film']","['United States of America', 'Canada']"
28465900,/m/0crcypn,Lake Placid 3,2010-08-21,,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror""}",2010.0,['English'],"['Cult', 'Horror']",['United States of America']
4703636,/m/0cj5ry,The Dark,2005-05,,93.0,"{""/m/083tk"": ""Welsh Language"", ""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror""}",2005.0,"['Welsh', 'English']","['Thriller', 'Mystery', 'Horror']","['United Kingdom', 'Germany']"
26391493,/m/0bbtkd9,Chemistry,2009-11-20,,,"{""/m/0999q"": ""Malayalam Language""}",{},"{""/m/03npn"": ""Horror""}",2009.0,['Malayalam'],['Horror'],[]
16674680,/m/03ylv0s,(Wes Craven Presents) Carnival of Souls,1998-08-21,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0fdjb"": ""Supernatural"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/09blyk"": ""Psychological thriller""}",1998.0,['English'],"['Thriller', 'Supernatural', 'Horror', 'Slasher', 'Psychological thriller']",['United States of America']
5493659,/m/0dp8qk,Slugs,1988,,90.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain""}","{""/m/06vxwl5"": ""Natural horror films"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03q4nz"": ""World cinema""}",1988.0,"['English', 'Spanish']","['Natural horror films', 'Science Fiction', 'Horror', 'Creature Film', 'World cinema']","['United States of America', 'Spain']"
6691690,/m/0ghjvz,The Tooth Fairy,2006-08-06,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",2006.0,['English'],"['Thriller', 'Horror']",['United States of America']
